0,0,0.5511727,0.7891089,0.8924605,2.8436594,1.4154557,3.8169785,3.3650591,5.0483
0,1,0.41385192,0.6143116,0.6473,1.888818,1.1286575,2.2965128,3.820869,3.9694436
0,2,0.38504463,0.45987862,0.6031549,1.6870749,0.8504141,3.4943275,3.1592445,3.6040428
0,3,0.3516782,0.37710375,0.46191776,1.8257506,0.6544752,1.3808343,2.3843255,3.4471889
0,4,0.31551188,0.32414675,0.55210906,1.622174,0.5500899,2.5264382,2.9991937,2.641249
0,5,0.27718663,0.30460697,0.40371186,2.3951025,0.47127804,1.5977052,1.4644804,3.2575696
0,6,0.25411385,0.27160275,0.4405287,1.6157436,0.42213547,2.557786,2.5847616,2.4556518
0,7,0.22447409,0.2722404,0.45098844,1.4177537,0.33623907,2.2895389,2.520358,3.17147
0,8,0.26599857,0.27755496,0.43450528,1.5864006,0.31199685,1.8736115,2.188577,3.491661
0,9,0.20333007,0.26320207,0.48616382,2.223068,0.32824358,2.982305,3.1519258,3.4715698
0,10,0.20888588,0.28702563,0.57830906,1.5378486,0.29634196,0.7041663,1.0395607,1.7283146
0,11,0.32340944,0.2522548,0.8038354,1.5819665,0.3242297,3.8465757,3.7249637,3.2587051
0,12,0.25602114,0.19531153,0.83564603,2.1396797,0.43551582,1.6984266,2.405212,3.732382
0,13,0.1958417,0.20510642,0.69565135,1.626449,0.44474804,1.1514616,1.539911,2.5613708
0,14,0.2561175,0.23300648,0.8693788,1.9635708,0.3929006,2.459994,2.6451302,2.912439
0,15,0.16476035,0.26272798,0.5772588,1.2013556,0.2885787,1.2906977,1.6151983,1.832099
0,16,0.14233029,0.28537524,0.4773968,1.8561182,0.32671306,0.933718,1.0317779,2.5089343
0,17,0.13398123,0.23166153,0.5577804,1.249128,0.35953745,1.1144694,1.441938,1.9829321
0,18,0.16621912,0.23234819,0.53129727,1.5283468,0.34100032,2.024881,2.0537057,2.8518155
0,19,0.1554172,0.23720832,0.5482911,1.9316776,0.31302252,1.7053207,1.1637015,2.5037365
0,20,0.14867112,0.26918247,0.49915686,1.5830021,0.31527787,1.8824708,3.098849,4.18854
0,21,0.24166879,0.28506756,0.37022027,2.192079,0.33144066,1.5807877,2.49074,4.5263963
0,22,0.23354265,0.25623563,0.5928783,1.2741733,0.34504738,2.032501,2.2040322,2.6748056
